"customer_id","rfm_score"
"16738","1-1-5"
"14386","1-5-5"
"16494","1-5-3"
"16509","1-5-4"
"16148","1-1-5"
"15670","1-5-5"
"18138","1-5-5"
"14371","1-4-5"
"13932","1-5-4"
"14760","1-5-5"
"16765","1-1-5"
"12988","1-5-3"
"16073","1-1-5"
"13044","1-5-3"
"12365","1-5-3"
"12707","1-5-3"
"16349","1-5-5"
"16546","1-5-3"
"15303","1-5-3"
"18114","1-5-5"
"12852","1-5-4"
"16913","1-5-5"
"15397","1-5-5"
"17171","1-5-5"
"17499","1-5-3"
"18068","1-1-5"
"15543","1-5-5"
"16072","1-5-3"
"16997","1-5-3"
"13751","1-5-4"
"18056","1-5-4"
"17117","1-5-5"
"12945","1-5-4"
"13753","1-5-3"
"12361","1-5-5"
"13973","1-5-4"
"13684","1-5-5"
"16339","1-5-5"
"14036","1-5-3"
"17165","1-5-5"
"12509","1-5-5"
"14046","1-5-5"
"15319","1-5-5"
"12866","1-5-3"
"16078","1-1-5"
"15709","1-5-5"
"15456","1-5-4"
"13166","1-5-4"
"13497","1-5-4"
"17923","1-1-5"
"12834","1-5-4"
"16792","1-5-5"
"12873","1-4-4"
"15733","1-5-5"
"15257","1-5-4"
"13715","1-5-2"
"12817","1-4-5"
"17995","1-2-5"
"12565","1-5-5"
"16159","1-5-4"
"17789","1-5-5"
"15087","1-5-4"
"14779","1-5-4"
"14570","1-5-5"
"17535","1-5-5"
"17508","1-5-4"
"17325","1-5-5"
"14670","1-5-4"
"13382","1-5-5"
"14247","1-5-5"
"15869","1-5-5"
"17654","1-5-5"
"16598","1-5-5"
"14048","1-5-4"
"12614","1-5-4"
"16517","1-5-5"
"14012","1-5-4"
"18280","1-5-5"
"15554","1-5-5"
"12623","1-5-4"
"16917","1-5-4"
"15944","1-5-4"
"17639","1-5-5"
"15234","1-5-5"
"13345","1-5-4"
"12881","1-5-4"
"17138","1-5-4"
"13493","1-5-3"
"15057","1-5-2"
"14165","1-5-5"
"16625","1-5-4"
"16471","1-5-5"
"18086","1-5-5"
"14727","1-5-4"
"14603","1-2-3"
"14114","1-5-4"
"17194","1-5-4"
"16766","1-5-2"
"13133","1-5-5"
"15049","1-3-5"
"13226","1-5-5"
"13708","1-5-4"
"14962","1-5-5"
"14350","1-5-4"
"15388","1-5-5"
"15308","1-5-4"
"13121","1-5-4"
"16037","1-5-3"
"17542","1-5-5"
"16392","1-5-5"
"15047","1-5-4"
"13716","1-5-5"
"16152","1-5-2"
"13261","1-5-2"
"13358","1-5-4"
"13299","1-5-5"
"16216","1-5-3"
"16377","1-5-3"
"13185","1-1-5"
"13707","1-5-3"
"14840","1-4-5"
"13216","1-5-4"
"13093","1-5-1"
"14081","1-5-3"
"12845","1-5-4"
"12514","1-5-2"
"16976","1-2-4"
"14155","1-5-5"
"14633","1-5-4"
"13072","1-5-5"
"17060","1-5-5"
"14059","1-5-5"
"16716","1-1-3"
"15695","1-5-4"
"14066","1-5-5"
"14041","1-5-5"
"15019","1-5-4"
"16096","1-5-4"
"15408","1-5-4"
"14693","1-5-5"
"12902","1-5-5"
"16402","1-5-4"
"15703","1-5-5"
"17230","1-5-1"
"15445","1-5-5"
"17763","1-1-5"
"13934","1-5-3"
"16427","1-5-5"
"17678","1-5-4"
"18224","1-5-5"
"14762","1-5-4"
"13262","1-5-5"
"15437","1-5-5"
"15457","1-5-5"
"16721","1-5-4"
"16135","1-5-3"
"12831","1-5-5"
"14632","1-5-5"
"17507","1-5-3"
"12564","1-5-4"
"13239","1-5-4"
"14870","1-5-4"
"16250","1-5-4"
"13132","1-3-5"
"18191","1-5-5"
"17486","1-5-4"
"17102","1-1-5"
"16769","1-5-4"
"14348","1-5-4"
"15178","1-3-5"
"12811","1-5-3"
"16063","1-5-4"
"16022","1-5-3"
"17698","1-5-5"
"13512","1-5-4"
"13341","1-5-3"
"14536","1-5-5"
"13452","1-1-3"
"14476","1-5-5"
"18071","1-5-4"
"16256","1-5-3"
"13357","1-5-3"
"16692","1-2-2"
"18010","1-5-5"
"12792","1-5-4"
"13368","1-5-3"
"15032","1-5-1"
"15083","1-5-5"
"13649","1-5-4"
"13439","1-5-4"
"16980","1-5-2"
"13803","1-5-4"
"15832","1-5-3"
"17775","1-3-5"
"15424","1-5-4"
"15528","1-5-5"
"15353","1-5-3"
"14256","1-5-2"
"14890","1-5-5"
"16619","1-5-5"
"17212","1-4-5"
"14479","1-5-4"
"13043","1-5-3"
"15894","1-5-4"
"14957","1-5-5"
"13060","1-5-4"
"17701","1-5-4"
"13841","1-1-5"
"17580","1-5-5"
"14886","1-5-4"
"16162","1-2-5"
"15589","1-5-4"
"13626","1-5-4"
"15691","1-2-5"
"13781","1-5-5"
"13059","1-5-5"
"17956","1-1-5"
"18185","1-5-4"
"12755","1-5-1"
"16142","1-5-3"
"18108","1-5-4"
"16105","1-5-4"
"17492","1-5-4"
"15442","1-2-3"
"16586","1-5-4"
"17140","1-5-4"
"17438","1-5-4"
"15917","1-5-5"
"16378","1-5-4"
"17906","1-5-5"
"14747","1-5-4"
"14964","1-5-5"
"14220","1-5-3"
"13718","1-5-4"
"12580","1-5-4"
"14465","1-5-2"
"13712","1-5-5"
"16144","1-1-5"
"14981","1-5-5"
"17035","1-5-4"
"15775","1-5-5"
"16643","1-5-4"
"13863","1-5-4"
"16623","1-5-5"
"16010","1-5-4"
"15119","1-5-4"
"14924","1-5-4"
"18129","1-5-5"
"13508","1-5-5"
"13570","1-5-5"
"12447","1-5-4"
"13501","1-5-2"
"17574","1-5-5"
"14616","1-2-4"
"16552","1-5-4"
"16697","1-5-5"
"13484","1-5-4"
"15363","1-5-4"
"17972","1-5-5"
"15777","1-5-2"
"17278","1-5-5"
"14669","1-5-2"
"13740","1-5-4"
"15109","1-5-4"
"13221","1-5-3"
"16097","1-5-5"
"15139","1-5-5"
"14619","1-5-4"
"16957","1-5-4"
"12982","1-5-4"
"15935","1-5-4"
"14154","1-5-2"
"14206","1-5-4"
"17362","1-5-4"
"17601","1-5-5"
"15230","1-5-4"
"15212","1-5-5"
"17142","1-5-3"
"17367","1-5-5"
"12582","1-5-3"
"13120","1-1-5"
"15246","1-5-3"
"12769","1-5-2"
"12639","1-5-4"
"14532","1-5-3"
"17582","1-5-5"
"18213","1-5-5"
"17990","1-5-3"
"13474","1-5-5"
"17697","1-5-4"
"16193","1-5-4"
"15749","1-5-1"
"16617","1-5-5"
"16217","1-5-4"
"15973","1-4-4"
"18009","1-5-4"
"12754","1-5-1"
"16947","1-5-4"
"13101","1-5-5"
"12733","1-5-4"
"15717","1-5-5"
"14339","1-5-4"
"14242","1-5-4"
"17217","1-5-5"
"14326","1-5-5"
"14672","1-5-3"
"12585","1-5-2"
"15225","1-5-4"
"17746","1-5-5"
"17120","1-5-4"
"14148","1-3-5"
"15655","1-5-3"
"17946","1-5-5"
"15517","1-5-4"
"15135","1-5-5"
"13485","1-5-4"
"17718","1-5-5"
"13482","1-5-5"
"12354","1-5-2"
"16587","1-5-5"
"12506","1-5-5"
"14770","1-5-3"
"12622","1-5-5"
"16823","1-5-4"
"14586","1-5-5"
"16834","1-5-4"
"12573","1-5-5"
"17277","1-5-2"
"17670","1-5-5"
"17187","1-5-5"
"16965","1-5-5"
"16698","1-4-2"
"15891","1-5-3"
"14271","1-5-5"
"15210","1-5-4"
"15223","1-5-3"
"14022","1-5-4"
"15143","1-5-4"
"13229","1-5-5"
"14311","1-5-4"
"16163","1-5-3"
"17991","1-4-5"
"17893","1-5-5"
"16634","1-5-5"
"14304","1-5-4"
"17501","1-5-4"
"16055","1-5-5"
"17646","1-5-2"
"13731","1-5-3"
"16610","1-5-5"
"16227","1-5-4"
"18220","1-2-4"
"17394","1-4-5"
"17443","1-1-3"
"17849","1-5-3"
"16714","1-5-2"
"14199","1-2-5"
"14340","1-5-5"
"16457","1-5-5"
"18183","1-5-3"
"16109","1-5-3"
"14393","1-5-5"
"17374","1-5-3"
"14423","1-3-4"
"18239","1-5-2"
"15147","1-5-3"
"15759","1-5-4"
"13711","1-5-4"
"14697","1-5-5"
"16990","1-1-5"
"17548","1-5-5"
"17174","1-4-5"
"15668","1-1-5"
"13723","1-5-5"
"15552","1-5-5"
"15235","1-5-1"
"18227","1-5-5"
"18078","1-5-4"
"16319","1-3-4"
"12414","1-5-3"
"17604","1-5-4"
"14353","1-5-5"
"13642","1-5-4"
"15092","1-5-4"
"13561","1-5-5"
"14161","1-5-2"
"14699","1-5-5"
"12888","1-4-4"
"12355","1-5-4"
"12821","1-5-5"
"18120","1-5-5"
"16756","1-5-5"
"17597","1-5-2"
"16431","1-5-3"
"13990","1-5-4"
"15063","1-5-4"
"16306","1-5-3"
"15381","1-5-3"
"13052","1-5-4"
"16297","1-5-4"
"14149","1-5-4"
"15732","1-5-4"
"15079","1-5-3"
"17889","1-5-5"
"14288","1-5-4"
"14920","1-5-2"
"14988","1-5-4"
"16244","1-5-2"
"18133","1-2-3"
"17970","1-5-3"
"13837","1-5-4"
"12625","1-5-1"
"16006","1-5-5"
"16943","1-5-3"
"13952","1-5-1"
"12976","1-5-3"
"13235","1-5-2"
"12770","1-5-2"
"12857","1-5-2"
"14873","1-5-3"
"15333","1-5-2"
"14689","1-5-5"
"17263","1-5-5"
"15813","1-5-2"
"14888","1-5-4"
"14489","1-5-4"
"14320","1-5-4"
"17504","1-5-1"
"13976","1-5-4"
"18218","1-5-3"
"14000","1-5-3"
"17556","1-5-5"
"16116","1-5-3"
"13531","1-5-4"
"12690","1-5-4"
"13572","1-5-2"
"17871","1-5-5"
"15648","1-5-3"
"12897","1-3-5"
"12353","1-4-5"
"13762","1-5-4"
"13887","1-5-4"
"14896","1-5-4"
"17245","1-5-5"
"14620","1-5-4"
"13151","1-5-2"
"13243","1-5-3"
"17455","1-5-5"
"18048","1-5-5"
"16226","1-5-4"
"13391","1-1-5"
"15724","1-5-5"
"15705","1-5-5"
"14195","1-5-2"
"15292","1-5-5"
"13227","1-5-4"
"14647","1-5-5"
"17176","1-5-4"
"17715","1-1-4"
"13339","1-5-3"
"14817","1-5-2"
"13223","1-5-5"
"13737","1-5-4"
"15042","1-5-5"
"18202","1-5-2"
"15314","1-5-4"
"15729","1-5-5"
"14009","1-5-3"
"16448","1-5-5"
"13479","1-5-4"
"17955","1-5-3"
"15882","1-5-3"
"14705","1-1-5"
"17770","1-5-2"
"14985","1-5-4"
"16356","1-5-5"
"12974","1-5-5"
"13659","1-5-2"
"14816","1-4-4"
"17550","1-5-4"
"16838","1-5-3"
"12547","1-5-5"
"12999","1-5-4"
"16275","1-5-3"
"14280","1-5-5"
"16323","1-1-5"
"16034","1-5-4"
"13135","1-1-1"
"14828","1-5-1"
"15897","1-5-5"
"17152","1-5-2"
"16567","1-5-3"
"17051","1-5-5"
"12426","1-5-3"
"15925","1-5-5"
"16889","1-5-2"
"16483","1-5-5"
"12790","1-5-4"
"18231","1-5-1"
"18190","1-5-4"
"13398","1-5-4"
"16810","1-5-4"
"17454","1-5-3"
"13070","1-5-5"
"17472","1-5-3"
"14740","1-5-2"
"16424","1-5-5"
"13062","1-5-4"
"13475","1-5-2"
"14377","1-5-3"
"17578","1-5-5"
"15658","1-5-2"
"16449","1-5-3"
"15918","1-5-4"
"16529","1-5-4"
"12590","1-5-1"
"14453","1-5-5"
"17375","1-5-4"
"16117","1-5-5"
"16967","1-5-4"
"13885","1-5-3"
"15405","1-5-4"
"16230","1-5-3"
"12601","1-5-3"
"13294","1-5-3"
"15508","1-5-2"
"16659","1-2-5"
"14512","1-5-4"
"13682","1-3-5"
"14682","1-1-5"
"16883","1-5-4"
"17708","1-5-4"
"16963","1-5-5"
"15386","1-5-4"
"16611","1-5-5"
"16849","1-5-5"
"16520","1-5-2"
"15852","1-5-5"
"17987","1-5-5"
"12868","1-5-2"
"17026","1-4-5"
"17124","1-5-4"
"16763","1-5-3"
"17874","1-5-3"
"12891","1-2-4"
"17707","1-3-5"
"17854","1-5-4"
"13395","1-5-4"
"14867","1-5-3"
"14375","1-5-4"
"14542","1-5-5"
"14625","1-5-3"
"16832","1-5-5"
"17409","1-5-3"
"16955","1-5-3"
"14622","1-5-4"
"12383","1-5-2"
"16113","1-5-5"
"12802","1-5-4"
"13811","1-5-3"
"13900","1-5-3"
"14241","1-5-5"
"13462","1-5-5"
"15780","1-5-4"
"16614","1-5-3"
"17234","1-5-5"
"15609","1-5-4"
"13686","1-5-5"
"15098","1-2-1"
"13533","1-5-4"
"14450","1-5-4"
"18281","1-5-5"
"14823","1-5-4"
"14231","1-5-3"
"15643","1-5-3"
"14573","1-5-2"
"13663","1-5-5"
"13080","1-5-5"
"12732","1-5-5"
"15069","1-5-2"
"17349","1-5-5"
"17795","1-5-4"
"12818","1-5-2"
"17179","1-5-3"
"17749","1-5-3"
"15912","1-5-4"
"13476","1-5-2"
"18165","1-5-4"
"16461","1-5-5"
"16644","1-5-3"
"14222","1-5-3"
"17536","1-3-5"
"15574","1-5-3"
"16257","1-2-5"
"16276","1-5-3"
"17446","1-5-5"
"13951","1-5-3"
"14245","1-5-2"
"15219","1-5-4"
"18168","1-5-2"
"15585","1-5-4"
"14037","1-5-5"
"14491","2-5-4"
"14162","2-5-4"
"16805","2-5-4"
"13568","2-5-5"
"13618","2-5-5"
"17879","2-5-5"
"18062","2-5-3"
"15909","2-5-5"
"13005","2-5-3"
"12837","2-5-5"
"15535","2-5-3"
"17616","2-1-3"
"16484","2-5-4"
"16050","2-5-5"
"15389","2-1-3"
"15700","2-5-3"
"15825","2-5-3"
"15076","2-5-3"
"15280","2-5-5"
"15016","2-5-5"
"13343","2-5-4"
"16320","2-5-2"
"18260","2-5-1"
"16739","2-5-4"
"15921","2-5-4"
"17897","2-5-3"
"15507","2-5-3"
"16526","2-5-4"
"15412","2-5-5"
"17960","2-5-5"
"13936","2-5-4"
"16247","2-5-5"
"14998","2-5-4"
"14643","2-5-3"
"16114","2-5-5"
"16214","2-5-2"
"17877","2-5-5"
"15041","2-5-5"
"13929","2-5-3"
"17630","2-5-3"
"15130","2-5-4"
"15384","2-5-3"
"17709","2-5-5"
"16287","2-5-5"
"13937","2-5-5"
"16647","2-5-5"
"14656","2-5-4"
"15379","2-5-1"
"14584","2-5-2"
"17204","2-5-2"
"13856","2-5-4"
"17704","2-5-3"
"15665","2-5-1"
"12809","2-5-4"
"15258","2-5-3"
"17969","2-5-5"
"14795","2-5-5"
"12548","2-5-5"
"15644","2-5-3"
"15104","2-5-2"
"12493","2-5-4"
"13453","2-5-4"
"17980","2-5-3"
"17110","2-5-5"
"15976","2-5-4"
"15146","2-5-2"
"16545","2-3-4"
"14481","2-5-3"
"17900","2-4-5"
"16473","2-5-4"
"13300","2-5-4"
"14351","2-1-5"
"13656","2-5-4"
"17391","2-2-3"
"16801","2-5-2"
"16553","2-5-1"
"17408","2-2-5"
"15537","2-5-5"
"14327","2-5-4"
"15578","2-5-5"
"12424","2-5-2"
"17891","2-5-5"
"14803","2-5-3"
"17505","2-5-2"
"15483","2-5-5"
"17123","2-5-4"
"12922","2-5-4"
"16498","2-5-5"
"17781","2-5-5"
"17939","2-5-5"
"13833","2-5-4"
"17105","2-5-3"
"15007","2-5-5"
"17899","2-5-5"
"16344","2-1-5"
"17464","2-5-4"
"17765","2-5-4"
"15349","2-5-4"
"13826","2-5-5"
"14338","2-5-3"
"16338","2-5-5"
"16146","2-5-3"
"13085","2-5-4"
"18203","2-5-5"
"14352","2-5-2"
"17046","2-5-3"
"15646","2-5-4"
"15334","2-5-4"
"15889","2-5-4"
"16829","2-5-5"
"17341","2-5-3"
"13253","2-5-2"
"12450","2-5-5"
"14645","2-5-3"
"16919","2-5-1"
"12977","2-5-5"
"12980","2-5-1"
"13291","2-5-4"
"15512","2-5-5"
"18013","2-5-5"
"13302","2-1-5"
"14021","2-5-3"
"14459","2-5-2"
"16581","2-5-5"
"13583","2-5-3"
"13699","2-5-4"
"18072","2-5-5"
"12648","2-5-4"
"14264","2-5-4"
"13955","2-5-4"
"18037","2-5-5"
"14104","2-5-5"
"15920","2-5-5"
"14016","2-5-1"
"15182","2-5-3"
"14905","2-5-3"
"13338","2-5-4"
"16091","2-5-4"
"17787","2-5-2"
"17126","2-5-2"
"18024","2-5-4"
"12717","2-5-2"
"13754","2-5-4"
"17337","2-5-2"
"14552","2-5-5"
"15265","2-5-2"
"18142","2-5-2"
"13678","2-5-5"
"13675","2-5-4"
"15577","2-5-4"
"13745","2-5-4"
"15045","2-5-3"
"12669","2-5-1"
"18193","2-5-5"
"14548","2-2-3"
"14267","2-5-2"
"16450","2-5-4"
"15795","2-5-3"
"13667","2-5-4"
"15895","2-5-5"
"14483","2-5-5"
"18121","2-5-3"
"16998","2-2-4"
"12653","2-5-1"
"17259","2-5-3"
"12915","2-5-4"
"14847","2-5-4"
"15402","2-5-3"
"14891","2-5-3"
"15256","2-5-5"
"12405","2-5-2"
"14461","2-5-1"
"17444","2-5-1"
"12815","2-5-2"
"14722","2-5-5"
"17440","2-3-5"
"14958","2-5-3"
"15004","2-5-2"
"17948","2-1-4"
"13967","2-2-5"
"15716","2-5-2"
"16054","2-5-3"
"17984","2-5-5"
"12833","2-5-4"
"16398","2-5-2"
"14758","2-5-2"
"13564","2-5-2"
"13821","2-5-4"
"12875","2-1-4"
"14117","2-3-5"
"12468","2-5-3"
"12947","2-5-2"
"12840","2-5-1"
"15713","2-5-4"
"14437","2-5-5"
"16112","2-5-5"
"12521","2-5-3"
"17866","2-5-4"
"16807","2-5-2"
"15802","2-1-4"
"17962","2-5-5"
"12510","2-5-2"
"14400","2-5-3"
"16654","2-5-3"
"14259","2-5-5"
"15108","2-5-2"
"17660","2-5-5"
"15623","2-5-4"
"17694","2-5-4"
"15704","2-5-1"
"16866","2-5-5"
"18262","2-5-5"
"18146","2-5-5"
"16178","2-5-5"
"13802","2-5-1"
"17935","2-5-5"
"16305","2-5-4"
"17312","2-5-3"
"17265","2-5-3"
"16948","2-5-4"
"12864","2-3-5"
"13037","2-5-3"
"12763","2-5-3"
"12916","2-5-1"
"13296","2-5-5"
"15372","2-5-2"
"17040","2-5-4"
"14692","2-5-3"
"14100","2-5-5"
"17693","2-5-5"
"15855","2-5-3"
"13492","2-5-2"
"13194","2-3-5"
"15261","2-5-4"
"16696","2-5-3"
"13730","2-5-3"
"16447","2-5-4"
"15746","2-5-5"
"18151","2-5-3"
"15245","2-5-1"
"13420","2-5-5"
"17649","2-5-3"
"12453","2-5-3"
"12743","2-5-3"
"14002","2-5-3"
"15118","2-1-5"
"15639","2-5-4"
"17931","2-5-4"
"12507","2-5-2"
"18268","2-1-5"
"14143","2-5-5"
"13414","2-5-2"
"15776","2-5-5"
"15149","2-5-3"
"15942","2-5-4"
"16147","2-5-4"
"17926","2-5-4"
"18064","2-5-3"
"15438","2-5-5"
"17695","2-5-3"
"12942","2-5-3"
"14885","2-5-3"
"12534","2-5-2"
"17282","2-5-2"
"17615","2-5-4"
"17941","2-2-4"
"14403","2-5-2"
"12378","2-5-1"
"17553","2-2-2"
"17353","2-5-2"
"15120","2-5-4"
"14133","2-5-3"
"17887","2-5-5"
"14076","2-5-5"
"12644","2-5-4"
"13075","2-5-3"
"17514","2-5-5"
"13106","2-1-5"
"14972","2-5-5"
"17053","2-5-3"
"15374","2-3-5"
"12643","2-5-1"
"12750","2-5-4"
"12917","2-2-3"
"16835","2-5-5"
"16324","2-5-4"
"17723","2-4-1"
"14778","2-5-3"
"18099","2-5-5"
"13218","2-5-5"
"15133","2-5-2"
"15254","2-5-4"
"13402","2-5-3"
"16572","2-5-2"
"17692","2-5-3"
"14344","2-5-3"
"17267","2-5-4"
"13513","2-5-5"
"13082","2-5-1"
"17457","2-5-2"
"16174","2-5-2"
"17400","2-5-1"
"13752","2-5-2"
"14053","2-2-4"
"14079","2-5-4"
"14331","2-5-4"
"13248","2-5-4"
"16951","2-5-2"
"17331","2-1-5"
"13869","2-5-1"
"15985","2-5-2"
"16788","2-5-3"
"17085","2-5-2"
"15247","2-5-4"
"13217","2-3-3"
"13280","2-5-3"
"12929","2-5-5"
"14127","2-5-3"
"13162","2-5-2"
"13355","2-5-3"
"13388","2-5-3"
"14024","2-5-4"
"17994","2-5-3"
"12693","2-5-3"
"17429","2-5-3"
"13645","2-5-4"
"14346","2-5-2"
"15581","2-5-1"
"13722","2-5-1"
"13307","2-1-5"
"17531","2-5-4"
"17248","2-5-4"
"16317","2-5-2"
"14855","2-5-3"
"14406","2-5-5"
"12399","2-5-2"
"17122","2-5-5"
"13888","2-5-3"
"15192","2-5-2"
"16045","2-5-2"
"17642","2-5-3"
"15689","2-5-4"
"13873","2-5-4"
"13116","2-5-3"
"16292","2-5-4"
"15683","2-5-5"
"18143","2-5-2"
"13621","2-5-5"
"17252","2-5-4"
"12758","2-5-1"
"16902","2-5-2"
"13720","2-5-3"
"17958","2-5-3"
"16272","2-5-4"
"13799","2-5-3"
"15480","2-5-3"
"16961","2-5-5"
"15342","2-5-4"
"15624","2-5-3"
"12641","2-5-5"
"14006","2-5-2"
"16927","2-5-3"
"14918","2-5-2"
"15002","2-5-2"
"15768","2-5-3"
"17048","2-5-3"
"17070","2-5-4"
"14323","2-5-3"
"18073","2-5-1"
"17398","2-5-3"
"16755","2-5-2"
"15734","2-5-2"
"15541","2-5-5"
"13655","2-5-3"
"16582","2-5-4"
"13027","2-5-1"
"18178","2-5-2"
"13273","2-5-5"
"15472","2-5-4"
"17742","2-5-4"
"17045","2-5-4"
"12729","2-5-4"
"15232","2-5-3"
"18248","2-5-3"
"12688","2-5-1"
"15797","2-5-1"
"12418","2-5-3"
"13242","2-5-4"
"14772","2-5-5"
"16419","2-5-2"
"15938","2-5-4"
"15396","2-5-4"
"12968","2-5-5"
"14745","2-5-2"
"14566","2-4-2"
"14246","2-5-2"
"14460","2-5-4"
"15313","2-1-5"
"17029","2-1-3"
"14013","2-5-4"
"14224","2-5-2"
"16952","2-5-5"
