"customer_id","rfm_score"
"16202","1-1-4"
"12797","1-3-5"
"16812","1-1-3"
"16262","1-1-5"
"18141","1-1-5"
"13948","1-1-5"
"13295","1-2-5"
"13829","1-1-5"
"17752","1-1-5"
"18050","1-1-5"
"17551","1-1-4"
"12666","1-1-5"
"17525","1-1-4"
"14373","1-1-5"
"17691","1-2-4"
"15789","1-1-4"
"13874","1-1-3"
"17496","1-1-4"
"15224","1-3-4"
"18269","1-2-5"
"13033","1-1-5"
"15160","1-1-5"
"12551","1-1-5"
"15204","1-1-4"
"17343","1-1-5"
"13369","1-2-4"
"14119","1-1-5"
"15279","1-2-4"
"18256","1-1-5"
"15460","1-1-5"
"18176","1-2-4"
"16270","1-1-2"
"12515","1-1-4"
"12734","1-1-5"
"13304","1-1-4"
"13922","1-1-5"
"15562","1-1-5"
"16282","1-1-5"
"15266","1-1-5"
"15464","1-1-2"
"13187","1-1-4"
"15823","1-2-5"
"12386","1-2-4"
"12503","1-1-5"
"15607","1-1-5"
"15649","1-2-3"
"12489","1-1-4"
"14889","1-1-5"
"12793","1-2-3"
"18032","1-1-5"
"12651","1-1-5"
"17128","1-1-5"
"15326","1-1-4"
"16850","1-1-4"
"15346","1-1-4"
"13144","1-1-5"
"16351","1-1-5"
"12736","1-1-5"
"17569","1-1-4"
"14270","1-1-3"
"14185","1-1-5"
"15447","1-1-5"
"16315","1-1-5"
"17406","1-5-2"
"15100","1-5-3"
"15510","1-1-4"
"18085","1-2-3"
"13385","1-1-3"
"12672","1-1-5"
"18106","1-1-4"
"13859","1-1-5"
"14238","1-1-5"
"12872","1-2-3"
"18212","1-1-4"
"15316","1-1-5"
"13693","1-2-5"
"13898","1-1-5"
"15395","1-1-5"
"18233","1-1-4"
"12346","1-2-5"
"14090","1-1-5"
"12665","1-2-5"
"15171","1-2-2"
"13008","1-2-5"
"15262","1-1-5"
"17862","1-1-4"
"15422","1-2-5"
"12402","1-1-5"
"16387","1-1-5"
"12829","1-3-4"
"12652","1-2-2"
"15174","1-1-5"
"17890","1-2-3"
"13284","1-2-5"
"15167","1-1-5"
"14068","1-1-4"
"17714","1-1-5"
"14130","1-1-3"
"14439","1-1-1"
"14782","1-1-5"
"15820","1-1-5"
"15052","1-1-5"
"14368","1-1-5"
"13551","1-1-5"
"13703","1-1-5"
"17094","1-2-4"
"16757","1-1-5"
"15213","1-3-4"
"16222","1-1-3"
"15222","1-1-3"
"13002","1-1-5"
"14248","1-1-4"
"15661","1-2-4"
"12591","1-1-4"
"17118","1-1-5"
"16124","1-2-5"
"13328","1-1-2"
"12764","1-1-2"
"12501","1-2-1"
"12735","1-2-3"
"12574","1-1-5"
"12377","1-2-2"
"17062","1-5-3"
"13161","1-1-5"
"17431","1-1-4"
"15415","1-1-3"
"13615","1-2-4"
"18095","1-2-3"
"17239","1-2-4"
"15448","1-1-3"
"15881","1-5-4"
"13600","1-1-5"
"17619","1-1-5"
"13506","1-3-4"
"13494","1-1-4"
"12373","1-1-4"
"14627","1-1-5"
"14549","1-1-4"
"17356","1-1-5"
"15940","1-2-5"
"15107","1-5-4"
"14850","1-2-4"
"14496","1-2-3"
"17223","1-2-4"
"15226","1-1-5"
"12559","1-3-3"
"14411","1-1-2"
"17912","1-5-4"
"14457","1-1-5"
"12350","1-1-4"
"16030","1-1-4"
"13800","1-1-3"
"13581","1-1-5"
"17226","1-1-4"
"17291","1-1-3"
"17517","1-1-5"
"15090","1-1-4"
"13963","1-4-3"
"17392","1-2-4"
"13584","1-1-5"
"12956","1-1-5"
"14438","1-1-5"
"15808","1-5-1"
"13809","1-1-5"
"14600","1-1-4"
"17859","1-1-5"
"17881","1-1-5"
"15753","1-1-5"
"15843","1-1-5"
"15970","1-1-4"
"12401","1-1-5"
"17843","1-1-5"
"17358","1-2-4"
"16725","1-5-3"
"12561","1-1-4"
"16425","1-1-4"
"16403","1-2-5"
"16405","1-2-5"
"13706","1-1-4"
"17850","1-5-1"
"18159","1-1-3"
"15638","1-1-5"
"13672","1-5-5"
"13819","1-3-2"
"12943","1-1-5"
"12410","1-3-3"
"18250","1-2-4"
"14497","1-2-4"
"12505","1-1-5"
"17334","1-3-4"
"16897","1-3-5"
"16084","1-1-4"
"15236","1-1-4"
"14431","1-2-4"
"17829","1-1-3"
"13893","1-1-3"
"14176","1-5-3"
"16738","1-1-5"
"14935","1-1-2"
"14386","1-1-5"
"15670","1-1-5"
"16148","1-1-5"
"16494","1-1-3"
"16509","1-1-4"
"18138","1-1-5"
"14371","1-1-5"
"16765","1-1-5"
"13932","1-1-4"
"14760","1-2-5"
"12988","1-1-3"
"12365","1-3-4"
"13044","1-1-3"
"12707","1-1-3"
"16073","1-2-5"
"15303","1-1-3"
"12852","1-2-4"
"16349","1-1-5"
"16546","1-3-5"
"16913","1-1-5"
"18114","1-1-5"
"15397","1-1-5"
"18068","1-1-5"
"17499","1-1-3"
"15590","1-1-5"
"17171","1-1-5"
"13751","1-1-4"
"16072","1-1-3"
"18056","1-1-4"
"16997","1-3-3"
"17117","1-1-5"
"12945","1-1-4"
"15543","1-1-5"
"12361","1-1-5"
"13753","1-1-3"
"13973","1-1-4"
"13684","1-2-5"
"16339","1-1-5"
"17165","1-1-5"
"12509","1-1-5"
"14046","1-1-5"
"14036","1-1-3"
"15319","1-1-5"
"15456","1-3-4"
"15709","1-1-5"
"12866","1-1-3"
"16078","1-1-5"
"15733","1-1-5"
"16792","1-2-5"
"12834","1-1-4"
"13497","1-3-4"
"17923","1-1-5"
"12873","1-1-4"
"13166","1-2-4"
"13715","1-5-2"
"16159","1-1-4"
"17995","1-1-5"
"12817","1-1-5"
"15087","1-1-4"
"15257","1-2-5"
"12565","1-2-5"
"17789","1-1-5"
"14670","1-2-4"
"17325","1-1-5"
"17535","1-1-5"
"13382","1-1-5"
"14570","1-2-5"
"14779","1-3-4"
"17508","1-1-4"
"14247","1-1-5"
"17654","1-1-5"
"15554","1-1-5"
"18280","1-1-5"
"16598","1-2-5"
"12614","1-1-4"
"16517","1-1-5"
"14012","1-1-4"
"15869","1-2-5"
"14048","1-2-4"
"15944","1-1-4"
"15234","1-1-5"
"17639","1-1-5"
"16917","1-1-4"
"13345","1-2-4"
"12623","1-1-4"
"12881","1-1-4"
"17138","1-1-4"
"13493","1-2-3"
"14165","1-1-5"
"15057","1-2-2"
"18086","1-1-5"
"14603","1-1-3"
"14727","1-1-4"
"16471","1-1-5"
"16625","1-1-4"
"13133","1-2-5"
"17194","1-2-4"
"16766","1-2-2"
"13226","1-1-5"
"14114","1-2-4"
"15049","1-1-5"
"13708","1-1-4"
"15308","1-2-4"
"14350","1-2-4"
"14962","1-1-5"
"15388","1-1-5"
"16392","1-1-5"
"17542","1-1-5"
"16061","1-1-5"
"13716","1-1-5"
"13121","1-2-4"
"15047","1-1-4"
"16037","1-3-3"
"13299","1-1-5"
"13261","1-2-2"
"16152","1-1-2"
"13358","1-1-4"
"13093","1-5-1"
"13216","1-1-4"
"12845","1-4-4"
"14840","1-1-5"
"13185","1-1-5"
"16377","1-1-3"
"13707","1-2-3"
"14081","1-4-3"
"16216","1-1-2"
"16976","1-1-4"
"12514","1-1-2"
"14155","1-1-5"
"13072","1-1-5"
"14059","1-1-5"
"14066","1-1-5"
"15695","1-2-4"
"17060","1-1-5"
"15019","1-1-4"
"14633","1-1-4"
"16716","1-3-4"
"14041","1-1-5"
"15445","1-1-5"
"14693","1-1-5"
"15703","1-1-5"
"16402","1-2-4"
"12902","1-1-5"
"15408","1-1-4"
"17230","1-5-1"
"16096","1-1-4"
"14762","1-1-4"
"16427","1-2-4"
"13262","1-1-5"
"18224","1-1-5"
"17763","1-1-5"
"13934","1-1-2"
"17678","1-1-4"
"15457","1-1-4"
"16721","1-1-4"
"12831","1-1-5"
"16135","1-1-3"
"15437","1-1-5"
"14632","1-1-5"
"16250","1-2-4"
"14870","1-1-4"
"18191","1-1-5"
"17507","1-2-3"
"13132","1-1-5"
"17102","1-1-5"
"13239","1-1-4"
"17486","1-1-4"
"12564","1-1-4"
"13512","1-1-4"
"16769","1-1-4"
"12811","1-3-3"
"17698","1-1-5"
"14348","1-1-4"
"16063","1-1-4"
"16022","1-1-3"
"13341","1-1-3"
"15178","1-1-5"
"13452","1-2-3"
"14536","1-1-5"
"18071","1-2-4"
"16256","1-2-3"
"14476","1-1-5"
"13357","1-1-3"
"15032","1-5-1"
"13368","1-2-3"
"12792","1-1-4"
"16692","1-2-2"
"18010","1-1-5"
"13649","1-2-4"
"15083","1-1-5"
"13439","1-1-4"
"16980","1-2-2"
"13803","1-1-4"
"15528","1-1-5"
"15353","1-2-3"
"15424","1-2-4"
"15832","1-1-3"
"14256","1-3-2"
"17775","1-1-5"
"17212","1-1-5"
"14479","1-2-4"
"13060","1-1-4"
"15894","1-2-4"
"16619","1-2-5"
"14890","1-1-5"
"13043","1-2-3"
"14957","1-1-5"
"14886","1-1-4"
"16162","1-1-5"
"15589","1-4-4"
"15691","1-1-5"
"17701","1-1-4"
"17580","1-3-5"
"13841","1-1-5"
"13626","1-1-4"
"13781","1-1-5"
"18185","1-1-4"
"17956","1-1-5"
"13059","1-1-5"
"16142","1-1-3"
"12755","1-4-1"
"18108","1-2-4"
"15442","1-1-3"
"16105","1-1-4"
"17492","1-1-4"
"16586","1-1-4"
"17140","1-1-3"
"15917","1-1-5"
"14964","1-1-5"
"16378","1-3-4"
"17438","1-2-4"
"14747","1-2-4"
"17906","1-1-5"
"14220","1-2-3"
"13718","1-2-4"
"16144","1-1-5"
"13712","1-1-5"
"14981","1-1-5"
"14465","1-3-2"
"12580","1-1-4"
"14924","1-1-4"
"13863","1-2-4"
"16010","1-3-4"
"16623","1-1-5"
"15775","1-1-5"
"16643","1-1-3"
"15119","1-1-4"
"17035","1-3-4"
"13570","1-1-4"
"18129","1-1-5"
"12447","1-1-3"
"13508","1-1-5"
"17574","1-1-5"
"13501","1-2-2"
"14616","1-3-4"
"16552","1-2-4"
"13484","1-1-4"
"14669","1-3-2"
"17278","1-1-4"
"15363","1-2-4"
"16697","1-1-5"
"17972","1-1-5"
"15777","1-5-2"
"13740","1-1-4"
"16097","1-1-5"
"15109","1-2-4"
"13221","1-2-3"
"16957","1-2-4"
"17142","1-1-3"
"17601","1-1-5"
"14154","1-2-2"
"12982","1-2-4"
"15230","1-2-4"
"14619","1-2-4"
"17362","1-2-4"
"15139","1-2-5"
"15212","1-2-5"
"14206","1-2-4"
"15935","1-2-4"
"12582","1-2-3"
"13120","1-1-5"
"15246","1-2-3"
"17367","1-1-5"
"12769","1-1-2"
"12639","1-1-3"
"14532","1-4-2"
"18213","1-1-5"
"17582","1-1-5"
"17990","1-3-3"
"17697","1-1-4"
"16193","1-1-4"
"13474","1-1-5"
"15749","1-4-1"
"16217","1-4-4"
"15973","1-3-5"
"12754","1-5-1"
"18009","1-2-4"
"16617","1-1-5"
"16947","1-1-4"
"12733","1-1-4"
"14672","1-2-3"
"17217","1-1-5"
"15225","1-1-4"
"13101","1-1-5"
"14326","1-2-5"
"12585","1-4-2"
"14339","1-4-4"
"17746","1-2-5"
"15717","1-1-5"
"14242","1-2-4"
"15655","1-2-3"
"13485","1-1-4"
"15135","1-2-5"
"14148","1-1-5"
"17946","1-2-5"
"15517","1-1-4"
"17120","1-1-4"
"12506","1-1-5"
"12622","1-1-5"
"12354","1-1-2"
"13482","1-1-5"
"14770","1-2-3"
"16587","1-1-5"
"17718","1-1-5"
"16823","1-1-4"
"14586","1-3-5"
"17670","1-1-5"
"12573","1-1-5"
"17277","1-2-2"
"16834","1-1-4"
"17187","1-1-5"
"16965","1-1-5"
"15891","1-1-3"
"16698","1-2-2"
"15223","1-3-4"
"17991","1-2-5"
"13229","1-1-5"
"16163","1-3-4"
"15143","1-1-4"
"14271","1-1-5"
"15210","1-1-4"
"17893","1-1-5"
"14311","1-2-5"
"14022","1-1-4"
"16634","1-2-5"
"14304","1-2-5"
"16055","1-1-5"
"17501","1-2-4"
"16610","1-1-5"
"16227","1-2-4"
"13731","1-2-3"
"17443","1-1-3"
"18220","1-2-4"
"17394","1-1-5"
"17646","1-4-2"
"15759","1-3-4"
"14423","1-1-4"
"17374","1-2-3"
"14340","1-1-5"
"16714","1-4-2"
"17849","1-4-3"
"14199","1-1-5"
"15147","1-2-3"
"14393","1-1-5"
"16990","1-1-5"
"16109","1-2-3"
"18239","1-5-2"
"16457","1-1-5"
"14697","1-2-5"
"18183","1-5-3"
"13711","1-2-4"
"15668","1-1-5"
"15235","1-5-1"
"17548","1-3-5"
"18078","1-2-4"
"16319","1-1-4"
"17174","1-1-5"
"13723","1-1-5"
"17604","1-2-4"
"15552","1-1-5"
"12414","1-3-3"
"18227","1-1-5"
"13561","1-1-5"
"15092","1-2-4"
"14161","1-3-2"
"13642","1-1-4"
"14353","1-1-5"
"14699","1-1-5"
"18120","1-1-5"
"12355","1-1-4"
"12888","1-4-4"
"12821","1-1-5"
"16756","1-1-4"
"15063","1-1-4"
"16306","1-5-3"
"16431","1-3-3"
"13990","1-1-4"
"15381","1-2-3"
"17597","1-1-1"
"17889","1-2-5"
"15079","1-5-3"
"14920","1-2-2"
"14288","1-2-4"
"13052","1-1-4"
"15732","1-2-4"
"16297","1-4-4"
"14149","1-3-4"
"16943","1-3-3"
"12976","1-1-3"
"18133","1-2-3"
"14988","1-1-4"
"12625","1-3-1"
"13235","1-2-5"
"17970","1-1-3"
"16244","1-2-2"
"13952","1-3-1"
"16006","1-1-5"
"13837","1-2-4"
"14873","1-1-3"
"12857","1-2-2"
"12770","1-1-2"
"14689","1-1-5"
"17263","1-1-5"
"15333","1-1-2"
"15813","1-2-2"
"14888","1-1-4"
"14489","1-1-4"
"17504","1-5-1"
"13976","1-1-4"
"18218","1-4-3"
"14000","1-2-3"
"14320","1-3-4"
"13572","1-1-2"
"16116","1-2-3"
"13531","1-2-3"
"12690","1-1-4"
"17556","1-1-5"
"17871","1-1-5"
"13887","1-1-4"
"12897","1-2-5"
"15648","1-4-3"
"13762","1-2-5"
"14620","1-3-4"
"14896","1-2-3"
"17245","1-1-5"
"12353","1-1-5"
"13391","1-1-5"
"13243","1-1-3"
"16226","1-3-4"
"17455","1-1-5"
"18048","1-2-5"
"13151","1-2-2"
"17176","1-1-4"
"14195","1-3-2"
"13227","1-1-4"
"14647","1-1-4"
"15705","1-1-5"
"15724","1-3-5"
"15292","1-1-5"
"13737","1-1-4"
"13339","1-1-3"
"13223","1-2-5"
"17715","1-1-4"
"14817","1-2-2"
"15314","1-1-4"
"18202","1-3-2"
"15042","1-1-5"
"14985","1-2-4"
"16448","1-1-5"
"17955","1-4-3"
"15882","1-5-3"
"14009","1-3-3"
"13479","1-3-4"
"14705","1-1-5"
"17770","1-5-2"
"15729","1-2-5"
"14816","1-1-4"
"12547","1-2-5"
"13659","1-3-2"
"16356","1-4-5"
"12974","1-1-5"
"16838","1-3-3"
"17550","1-3-4"
"13135","1-1-1"
"12999","1-3-4"
"14828","1-3-1"
"16034","1-3-4"
"16275","1-1-3"
"14280","1-1-5"
"16323","1-1-5"
"16889","1-3-2"
"15897","1-2-5"
"17152","1-4-2"
"17051","1-1-4"
"12426","1-1-3"
"16567","1-2-3"
"15925","1-1-5"
"12790","1-1-4"
"18190","1-3-4"
"18231","1-5-1"
"13398","1-1-4"
"13070","1-1-5"
"16483","1-1-5"
"16810","1-2-4"
"17454","1-4-3"
"14740","1-4-2"
"16424","1-2-5"
"14377","1-2-3"
"13475","1-4-2"
"17472","1-3-3"
"13062","1-1-4"
"17820","1-2-5"
"15658","1-5-2"
"17578","1-2-5"
"14453","1-1-5"
"15918","1-2-4"
"12590","1-3-1"
"16449","1-3-3"
"16529","1-1-4"
"17375","1-4-4"
"15405","1-1-4"
"16659","1-1-5"
"13294","1-2-3"
"12601","1-5-3"
"16967","1-1-4"
"16117","1-1-5"
"16230","1-2-3"
"13885","1-2-3"
"15508","1-5-2"
"13682","1-1-5"
"16963","1-1-5"
"14682","1-2-5"
"14512","1-2-4"
"17708","1-2-4"
"16883","1-2-4"
"15852","1-2-5"
"16849","1-1-5"
"15386","1-1-4"
"16611","1-2-5"
"16520","1-4-2"
"12868","1-5-2"
"12891","1-3-4"
"17124","1-1-4"
"17854","1-2-4"
"14375","1-1-4"
"16763","1-2-3"
"13395","1-1-4"
"17026","1-2-5"
"17707","1-2-5"
"14625","1-5-3"
"14542","1-1-5"
"14867","1-4-3"
"17987","1-1-5"
"17874","1-5-3"
"17409","1-2-3"
"14622","1-1-4"
"12383","1-5-2"
"16955","1-5-3"
"16832","1-3-5"
"13900","1-3-3"
"13811","1-4-3"
"15780","1-3-3"
"13462","1-2-5"
"16113","1-1-5"
"12802","1-2-4"
"14241","1-1-5"
"16614","1-1-3"
"13686","1-1-5"
"15609","1-2-4"
"15098","1-5-3"
"17234","1-1-5"
"13533","1-3-4"
"14450","1-3-3"
"18281","1-1-5"
"14823","1-3-4"
"13663","1-1-5"
"13080","1-1-5"
"14573","1-5-2"
"12732","1-1-4"
"14231","1-5-3"
"15069","1-1-2"
"15643","1-5-3"
"17795","1-2-4"
"17349","1-1-5"
"15912","1-2-4"
"17749","2-2-3"
"17179","2-3-3"
"13476","2-4-2"
"12818","2-2-2"
"18165","2-1-4"
"14222","2-1-3"
"15574","2-4-3"
"17536","2-1-5"
"16461","2-1-5"
"16644","2-2-3"
"16276","2-1-3"
"17446","2-2-5"
"14245","2-5-2"
"15219","2-1-4"
"15585","2-1-4"
"18168","2-5-2"
"16257","2-1-5"
"14037","2-2-5"
"13951","2-3-3"
"14491","2-2-4"
"13618","2-1-5"
"18062","2-3-3"
"15535","2-5-4"
"16050","2-1-5"
"17879","2-1-5"
"16805","2-2-4"
"15909","2-1-5"
"13568","2-1-5"
"13005","2-3-3"
"16484","2-3-4"
"17616","2-3-3"
"12837","2-1-5"
"14162","2-2-4"
"17897","2-4-3"
"13343","2-2-4"
"18260","2-5-1"
"15389","2-1-3"
"15921","2-1-4"
"15016","2-1-5"
"16739","2-2-4"
"15076","2-1-3"
"15280","2-1-5"
"16320","2-2-2"
"15825","2-1-3"
"15700","2-3-3"
"15412","2-1-5"
"17960","2-1-5"
"15507","2-1-3"
"13936","2-2-4"
"16526","2-1-4"
"15041","2-1-5"
"16247","2-1-5"
"17877","2-1-4"
"16114","2-1-5"
"14643","2-3-3"
"16214","2-3-2"
"14998","2-2-4"
"14656","2-2-4"
"15384","2-3-3"
"15379","2-5-1"
"14584","2-5-2"
"13929","2-3-3"
"13937","2-1-5"
"17630","2-2-3"
"16647","2-2-5"
"15130","2-1-4"
"17709","2-1-5"
"17204","2-5-2"
"16287","2-1-5"
"15258","2-2-3"
"17704","2-2-3"
"15665","2-2-1"
"13856","2-5-4"
"12809","2-2-3"
"14795","2-1-5"
"12548","2-1-5"
"17969","2-2-5"
"15644","2-4-3"
"15104","2-3-2"
"17110","2-1-5"
"13453","2-2-4"
"12493","2-3-4"
"17980","2-3-3"
"15976","2-2-4"
"14351","2-1-5"
"15146","2-3-2"
"13300","2-2-4"
"16545","2-1-4"
"14481","2-2-3"
"17900","2-4-5"
"13656","2-2-4"
"16473","2-4-4"
"17408","2-1-5"
"17391","2-2-3"
"15537","2-1-5"
"16553","2-5-1"
"14327","2-1-4"
"16801","2-5-3"
"15578","2-1-5"
"17891","2-1-5"
"12424","2-2-2"
"14803","2-3-3"
"17505","2-2-2"
"16498","2-3-5"
"15483","2-4-5"
"17123","2-1-4"
"12922","2-1-4"
"15007","2-1-5"
"13833","2-1-4"
"17781","2-2-5"
"17939","2-1-5"
"17105","2-2-3"
"17899","2-1-5"
"17464","2-1-4"
"14338","2-4-3"
"16344","2-1-5"
"17765","2-3-4"
"15349","2-2-3"
"13826","2-2-5"
"17046","2-1-3"
"13085","2-3-4"
"18203","2-1-5"
"16338","2-1-5"
"14352","2-4-2"
"16146","2-3-3"
"15646","2-4-4"
"13253","2-2-2"
"16829","2-1-5"
"15889","2-2-4"
"12450","2-2-5"
"17341","2-3-3"
"14645","2-2-3"
"15334","2-3-4"
"16919","2-5-1"
"12977","2-1-5"
"13302","2-1-5"
"15512","2-2-5"
"16581","2-2-5"
"13291","2-1-4"
"18072","2-2-5"
"13583","2-1-3"
"18013","2-2-5"
"14459","2-1-2"
"13699","2-1-4"
"12980","2-5-1"
"14021","2-3-3"
"13955","2-2-4"
"15182","2-2-3"
"12648","2-1-4"
"14016","2-5-1"
"13338","2-3-4"
"14264","2-3-4"
"14104","2-2-5"
"16091","2-2-4"
"18037","2-5-5"
"14905","2-3-3"
"15920","2-4-5"
"18024","2-3-4"
"17126","2-5-2"
"17787","2-4-2"
"12717","2-3-2"
"13675","2-2-3"
"15045","2-3-3"
"13678","2-1-5"
"17337","2-5-2"
"14552","2-1-5"
"13745","2-2-4"
"13754","2-2-4"
"15265","2-2-2"
"15577","2-3-4"
"18142","2-4-2"
"18193","2-3-5"
"14267","2-5-2"
"12669","2-4-2"
"14548","2-2-3"
"15795","2-1-3"
"16998","2-5-4"
"13667","2-1-4"
"15895","2-1-5"
"16450","2-1-4"
"14483","2-2-5"
"18121","2-2-3"
"12405","2-1-2"
"15402","2-2-3"
"12653","2-2-1"
"15256","2-1-5"
"17259","2-2-3"
"12915","2-2-4"
"14847","2-1-4"
"14461","2-3-1"
"14891","2-2-3"
"14958","2-3-3"
"17444","2-3-1"
"17440","2-5-5"
"15004","2-1-2"
"14722","2-1-5"
"17948","2-1-4"
"12815","2-2-2"
"12833","2-1-4"
"16054","2-1-3"
"13967","2-1-5"
"17984","2-1-5"
"15716","2-4-2"
"17448","2-1-5"
"13564","2-5-3"
"13154","2-1-5"
"13821","2-2-4"
"15369","2-1-5"
"14758","2-4-2"
"16398","2-4-2"
"12875","2-2-4"
"14117","2-1-5"
"12840","2-5-1"
"17065","2-1-5"
"16112","2-4-5"
"12947","2-5-2"
"14437","2-2-5"
"12468","2-3-3"
"15713","2-3-4"
"17866","2-2-4"
"16807","2-3-2"
"15802","2-3-5"
"12521","2-1-3"
"17962","2-1-5"
"12510","2-2-2"
"16654","2-5-3"
"17660","2-1-5"
"15108","2-5-2"
"14400","2-2-3"
"14259","2-1-5"
"15623","2-1-4"
"17694","2-1-4"
"15704","2-4-1"
"16866","2-3-5"
"18146","2-2-5"
"18262","2-1-5"
"17312","2-3-3"
"13802","2-5-1"
"16305","2-1-4"
"12864","2-1-5"
"17935","2-2-5"
"13037","2-3-3"
"16948","2-3-4"
"17265","2-2-3"
"12763","2-2-3"
"16178","2-1-5"
"12916","2-5-1"
"14100","2-1-5"
"15372","2-1-1"
"17040","2-1-4"
"13296","2-1-5"
"14692","2-5-3"
"17693","2-3-5"
"13492","2-3-2"
"15855","2-5-3"
"16447","2-1-4"
"15261","2-1-4"
"13194","2-1-5"
"13730","2-2-3"
"16696","2-4-3"
"12507","2-4-2"
"13420","2-4-5"
"17931","2-2-4"
"15245","2-3-1"
"17649","2-2-3"
"12743","2-2-3"
"15746","2-2-5"
"18151","2-2-3"
"15118","2-1-4"
"15639","2-1-4"
"18268","2-2-5"
"14002","2-2-3"
"12453","2-1-3"
"15942","2-1-4"
"14143","2-1-5"
"18064","2-2-3"
"17926","2-2-4"
"15776","2-1-4"
"16147","2-1-4"
"13414","2-3-2"
"15149","2-1-3"
"17695","2-2-3"
"12942","2-3-3"
"14885","2-1-3"
"15438","2-1-5"
"17282","2-3-2"
"17941","2-1-4"
"12534","2-1-2"
"17615","2-3-4"
"14403","2-5-2"
"17553","2-1-2"
"12378","2-1-1"
"15120","2-2-4"
"17353","2-2-2"
"13075","2-1-2"
"14076","2-1-5"
"14133","2-5-3"
"12644","2-1-3"
"17887","2-1-5"
"12917","2-1-3"
"12750","2-1-4"
"16324","2-3-4"
"17053","2-2-3"
"14972","2-1-5"
"12643","2-5-1"
"13106","2-2-5"
"15374","2-1-5"
"16835","2-2-5"
"17514","2-1-5"
"17723","2-5-1"
"17267","2-2-4"
"14778","2-2-3"
"18099","2-1-5"
"17692","2-5-3"
"13218","2-1-5"
"15133","2-3-2"
"13402","2-2-3"
"15254","2-1-4"
"14344","2-5-3"
"16572","2-4-2"
"17457","2-5-2"
"13082","2-5-1"
"16174","2-3-2"
"17400","2-5-1"
"13513","2-1-5"
"13248","2-2-3"
"14053","2-2-4"
"14331","2-2-4"
"13752","2-5-2"
"14079","2-1-4"
"16951","2-4-2"
"13869","2-4-1"
"17331","2-1-5"
"17085","2-5-2"
"16788","2-2-3"
"15985","2-3-2"
"13217","2-5-5"
"13355","2-1-3"
"13162","2-5-2"
"13280","2-3-3"
"15247","2-1-4"
"14127","2-3-3"
"12929","2-2-5"
"13388","2-3-3"
"14024","2-2-4"
"17994","2-5-3"
"12693","2-5-3"
"14346","2-2-2"
"13722","2-4-1"
"17429","2-4-3"
"13645","2-1-4"
"13307","2-1-5"
"17531","2-2-4"
"15581","2-5-1"
"17248","2-1-4"
"15192","2-3-2"
"14855","2-2-3"
"15689","2-2-4"
"13888","2-2-3"
"16317","2-3-2"
"16045","2-4-2"
"17642","2-2-3"
"13873","2-4-4"
"17122","2-1-5"
"14406","2-1-5"
"12399","2-4-2"
"13116","2-2-3"
"16292","2-2-4"
"15683","2-1-5"
"16961","2-1-5"
"13799","2-2-3"
"16272","2-1-4"
"15480","2-1-3"
"13720","2-4-3"
"12758","2-2-1"
"17958","2-1-3"
"17252","2-2-4"
"13621","2-1-5"
"18143","2-2-2"
"16902","2-1-2"
"15624","2-4-3"
"15342","2-2-4"
"15768","2-4-3"
"14918","2-2-2"
"12641","2-1-5"
"16927","2-3-3"
"15002","2-4-2"
"14006","2-3-2"
"17048","2-5-3"
"17070","2-1-4"
"17398","2-3-3"
"18073","2-5-1"
"15734","2-2-2"
"16755","2-5-2"
"13655","2-2-2"
